numeroconfiguraciones,mediaerror,deviacion,5,2,1.5,1,0.5,0.2,0.1,0.01,0
35,0.1887520684,0.0329757755,1,1,1,1,1,0.633484646,0.0035572965,2.96816370402724E-008,5.20341828562822E-009
36,0.1724447486,0.0167640017,1,1,1,1,1,0.9498825214,7.75045625225703E-006,1.66111703083032E-022,4.04885932682136E-025
37,0.1692191725,0.0168973105,1,1,1,1,1,0.965745235,2.09757112792217E-005,2.19707760575538E-021,6.57712865232838E-024
38,0.1770145521,0.0262169685,1,1,1,1,1,0.8096858862,0.0016539017,9.4221600524353E-011,7.29568347015016E-012
39,0.1889719264,0.0452171883,1,1,1,1,1,0.5963424517,0.0245537464,0.000037782,1.46264569134857E-005
40,0.1887257419,0.0463960015,1,1,1,1,1,0.5959975497,0.027915177,5.85354932298889E-005,2.37381313120406E-005
41,0.1797094001,0.0386772819,1,1,1,1,1,0.7000738312,0.0196570432,5.72431778906744E-006,0.000001689
42,0.1919414387,0.0487763587,1,1,1,1,0.9999999999,0.5656124204,0.0297176836,9.56961087729154E-005,4.15753899450453E-005
43,0.1787189168,0.0284049036,1,1,1,1,1,0.7731330387,0.002791525,1.42701234434631E-009,1.56869213144231E-010
44,0.1778900032,0.0223342433,1,1,1,1,1,0.8389030478,0.0002438068,2.79901879384863E-014,8.26790629240113E-016
45,0.1798751278,0.0234281048,1,1,1,1,1,0.8048312755,0.000325563,2.06987187358374E-013,8.09536327140063E-015
46,0.181166868,0.0234477133,1,1,1,1,1,0.789069549,0.0002684761,1.43949502125718E-013,5.53068663485895E-015
47,0.1753609525,0.0255518748,1,1,1,1,1,0.8325460965,0.0015923102,4.84923120548943E-011,3.37290686812602E-012
48,0.1742861398,0.0203148097,1,1,1,1,1,0.8972021355,0.0001277176,3.05727488986047E-016,4.77405513833311E-018
49,0.1712473875,0.0233158322,1,1,1,1,1,0.8912456485,0.0011224864,2.32632416862838E-012,1.03123956418356E-013
50,0.1741302834,0.0201062287,1,1,1,1,1,0.900892171,0.0001134873,1.63191146383278E-016,2.34820042304242E-018
51,0.1733137106,0.0194593897,1,1,1,1,1,0.9148723089,8.24374681111986E-005,2.37874594374495E-017,2.63508827714625E-019
52,0.1736385243,0.0201112097,1,1,1,1,1,0.9050348247,0.0001253391,2.03128449884125E-016,2.96428975413351E-018
53,0.1700865639,0.0213613059,1,1,1,1,1,0.9192966526,0.0005171885,3.33440567501117E-014,8.43892796642633E-016
54,0.1657103693,0.0200951645,1,1,1,1,1,0.9560296752,0.0005378149,4.64378059856027E-015,8.17002311577751E-017
55,0.1612153803,0.02044771,1,1,1,1,1,0.9710709042,0.0013778475,7.05854367194983E-014,1.58182701841595E-015
56,0.1648600754,0.0212267571,1,1,1,1,1,0.9510838019,0.0011231246,1.48761986496128E-013,4.03053168147461E-015
57,0.1598954555,0.0204498979,1,1,1,1,1,0.975067033,0.0017008862,1.15172809221725E-013,2.66460571689789E-015
58,0.1566781236,0.0134701616,1,1,1,1,1,0.9993503546,1.29003190822904E-005,6.49490042445196E-028,1.4252966306784E-031
59,0.1592036924,0.0140523783,1,1,1,1,1,0.9981529129,0.000012596,1.23303611459662E-026,4.69731218991889E-030
60,0.1554746236,0.0167661761,1,1,1,1,1,0.9960424105,0.0004686135,2.03757740572026E-018,9.03964754529329E-021
61,0.1563352321,0.01609347,1,1,1,1,1,0.9966681345,0.0002321909,4.82457716731021E-020,1.31146632443104E-022
62,0.1559578998,0.0183780637,1,1,1,1,1,0.9917226111,0.0011640972,9.95032469694982E-016,1.06853117454701E-017
63,0.1555847867,0.0150322628,1,1,1,1,1,0.9984349269,0.0001087812,1.74908966125604E-022,2.09116893357585E-025
64,0.1542678482,0.0170816137,1,1,1,1,1,0.9962887991,0.000744101,1.50988547048525E-017,8.48825323977231E-020
65,0.1541147228,0.0176438715,1,1,1,1,1,0.9953474358,0.0010808957,1.56802859172612E-016,1.221029318976E-018
66,0.156618252,0.0171963112,1,1,1,1,1,0.9941777057,0.0004965664,7.5652440074483E-018,4.20867736165823E-020
67,0.1557286959,0.0155055108,1,1,1,1,1,0.9978495,0.0001627437,2.76706320096841E-021,4.9093554340066E-024
68,0.1548894405,0.0131395223,1,1,1,1,1,0.999701745,0.000014741,1.41585241487334E-028,2.24898601451227E-032
69,0.154235844,0.0134168504,1,1,1,1,1,0.9996763108,2.64570746974659E-005,2.9518443484964E-027,6.9340790151729E-031
70,0.1546613251,0.0150067461,1,1,1,1,1,0.9987412064,0.0001350276,2.71592624031781E-022,3.30585034354841E-025
71,0.1494814862,0.0125121302,1,1,1,1,1,0.9999729953,3.83183857935138E-005,3.67401987614625E-029,3.36859235629652E-033
72,0.150830979,0.0131689058,1,1,1,1,1,0.9999056643,5.67110843024844E-005,5.41723322169406E-027,1.1282880004918E-030
73,0.1503406917,0.0155994984,1,1,1,1,1,0.9992721963,0.0006253217,1.16527345546239E-019,2.77527426140403E-022
74,0.1488687633,0.0133663542,1,1,1,1,1,0.9999347118,0.0001280394,1.3850595486968E-025,4.11656478985707E-029
75,0.1443899322,0.0127164492,1,1,1,1,1,0.9999938747,0.0002408343,2.09232607921126E-026,3.51888934470146E-030
76,0.1430368703,0.0117700408,1,1,1,1,1,0.9999993497,0.0001278532,6.33992059166011E-030,2.7777052321258E-034
77,0.141130232,0.0121414891,1,1,1,1,1,0.9999993785,0.0003525643,1.71770282949598E-027,1.55974351805815E-031
78,0.1395928361,0.0141239539,1,1,1,1,1,0.9999905256,0.0025295983,2.24963848309282E-020,2.45658028191034E-023
79,0.1414271489,0.014640378,1,1,1,1,1,0.9999684323,0.0023299459,1.39083910415921E-019,2.22768960675889E-022
80,0.140620547,0.0141658303,1,1,1,1,1,0.9999861587,0.0020686308,1.47420732313044E-020,1.59245528642446E-023
81,0.1411676795,0.0127595466,1,1,1,1,1,0.9999979948,0.0006267424,4.33800039551697E-025,9.40953212778199E-029
82,0.142843789,0.0117938404,1,1,1,1,1,0.999999371,0.0001402215,9.89842492810744E-030,4.57724086660184E-034
83,0.1406189768,0.0112940665,1,1,1,1,1,0.9999999271,0.0001612711,3.08967776905318E-031,6.93164124952227E-036
84,0.1410834617,0.0117871948,1,1,1,1,1,0.9999997109,0.0002456719,4.96682947591277E-029,2.57570203274636E-033
85,0.1414334384,0.0094959939,1,1,1,1,1,0.9999999997,6.40708573182236E-006,7.21581459226225E-044,1.80239452111719E-050
86,0.1415531623,0.0102238431,1,1,1,1,1,0.9999999946,2.40844074671226E-005,3.43861654515926E-038,6.78150850179686E-044
87,0.1441604626,0.0092267053,1,1,1,1,1,0.9999999993,0.00000085,3.35740836938888E-048,2.48824563463495E-055
88,0.1408062006,0.0096378388,1,1,1,1,1,0.9999999996,1.14807140456522E-005,2.92888298518783E-042,1.21744572847537E-048
89,0.1404247812,0.009542104,1,1,1,1,1,0.9999999998,1.13533583785734E-005,7.84604685045002E-043,2.53191613922987E-049
90,0.1415096207,0.0120951131,1,1,1,1,1,0.9999993372,0.0002996475,7.75473197908174E-028,6.39259024244021E-032
91,0.1395565407,0.0125075186,1,1,1,1,1,0.9999993261,0.0007817788,1.91874853065273E-025,3.27929339875158E-029
92,0.1384031152,0.0119396199,1,1,1,1,1,0.9999998759,0.00064895,2.82587972852637E-027,2.26433508405542E-031
93,0.1385956044,0.012274721,1,1,1,1,1,0.9999997171,0.0008323772,5.54080777100323E-026,7.2570174391834E-030
94,0.1388097922,0.0130527594,1,1,1,1,1,0.99999862,0.0014730733,2.85350705297203E-023,1.02946309877303E-026
95,0.1377155938,0.0123853019,1,1,1,1,1,0.9999997533,0.001162668,3.11395586594629E-025,5.05443473740392E-029
96,0.1389378982,0.0110379178,1,1,1,1,1,0.9999999842,0.000209634,7.93670256560005E-032,1.23961195970632E-036
97,0.1382956575,0.0110664939,1,1,1,1,1,0.9999999877,0.0002695816,2.23172077406003E-031,3.88631004317115E-036
98,0.1406843557,0.0118425195,1,1,1,1,1,0.999999726,0.0002957879,1.29264024914344E-028,7.55472547449137E-033
99,0.1375865938,0.0137476022,1,1,1,1,1,0.9999971866,0.0031280534,8.42290805830593E-021,7.02521640086011E-024
